LSOA11CD,GridE100_mean,GridN100_mean,Count,Need_Mid,Need_High
E01017458,"505,653.46","253,034.71",28,0,0
E01017459,"500,170.59","250,506.90",39,0,0
E01017460,"502,216.81","250,522.86",43,0,0
E01017461,"501,995.43","249,641.58",53,0,0
E01017462,"500,189.39","250,950.74",46,0,0
E01017463,"500,744.27","251,366.00",26,0,0
E01017464,"499,335.94","256,583.56",63,0,0
E01017465,"496,935.80","254,474.44",41,0,0
E01017466,"504,593.94","249,662.12",34,1,1
E01017467,"505,871.56","249,955.22",27,0,0
E01017468,"506,189.26","249,804.61",31,0,0
E01017469,"505,309.28","249,870.43",60,0,0
E01017470,"506,313.27","250,061.10",30,0,0
E01017471,"504,412.71","249,945.66",41,1,1
E01017472,"505,275.32","248,322.52",25,1,1
E01017473,"504,884.42","248,944.47",43,0,0
E01017474,"504,849.62","248,550.69",29,1,0
E01017475,"504,663.79","248,024.79",24,0,0
E01017476,"505,336.59","247,987.83",29,0,0
E01017477,"505,347.50","247,717.17",24,1,1
E01017478,"503,190.28","257,704.09",67,0,0
E01017479,"503,232.65","252,631.03",34,0,0
E01017480,"502,376.31","253,231.97",32,0,0
E01017481,"503,081.71","253,226.19",21,0,0
E01017482,"505,575.82","250,828.77",39,0,0
E01017483,"506,325.87","250,513.18",39,0,0
E01017484,"505,257.56","250,469.12",25,0,0
E01017485,"505,825.24","250,491.14",21,0,0
E01017486,"508,428.52","246,416.64",56,0,0
E01017487,"507,242.67","246,929.21",42,1,0
E01017488,"507,025.26","251,202.20",35,0,0
E01017489,"507,405.70","251,089.44",27,1,1
E01017490,"507,853.93","251,161.93",28,1,1
E01017491,"507,180.22","250,695.84",32,0,0
E01017492,"507,860.39","251,759.72",46,1,1
E01017493,"508,451.62","251,555.93",29,1,0
E01017495,"512,845.67","252,403.31",55,0,0
E01017496,"511,001.95","249,190.63",43,0,0
E01017497,"504,757.87","250,651.57",23,0,0
E01017498,"504,522.56","251,064.38",32,0,0
E01017499,"503,937.69","250,595.58",36,0,0
E01017500,"504,395.52","250,556.29",21,0,0
E01017501,"504,261.82","250,249.29",28,0,0
E01017502,"504,765.40","250,307.49",45,1,1
E01017503,"494,974.49","263,499.26",35,0,0
E01017504,"495,208.41","257,229.33",54,0,0
E01017505,"503,208.53","247,548.88",32,0,0
E01017506,"504,041.59","248,244.03",32,0,0
E01017507,"504,008.95","247,778.91",22,0,0
E01017508,"503,592.79","247,875.86",28,0,0
E01017509,"502,969.50","248,280.73",22,1,0
E01017510,"502,669.45","247,669.10",40,0,0
E01017511,"502,903.67","248,605.00",33,0,0
E01017512,"503,734.63","248,549.94",32,0,0
E01017513,"503,483.19","247,321.28",32,0,0
E01017514,"502,819.60","247,061.40",40,1,0
E01017515,"502,414.13","247,015.56",32,1,0
E01017516,"502,576.31","246,874.00",36,0,0
E01017517,"503,714.73","247,118.73",33,0,0
E01017518,"505,888.58","248,183.54",24,1,0
E01017519,"506,536.78","248,492.44",18,1,1
E01017520,"506,949.27","248,089.12",33,0,0
E01017521,"506,276.79","248,217.62",29,0,0
E01017522,"505,383.23","249,094.23",40,1,0
E01017523,"505,810.96","248,729.13",23,1,1
E01017524,"506,816.56","250,017.67",36,0,0
E01017525,"507,213.59","250,049.93",27,1,0
E01017526,"507,604.72","249,923.38",32,0,0
E01017527,"507,780.12","250,375.44",34,0,0
E01017528,"501,087.73","253,599.08",48,0,0
E01017529,"507,322.80","251,688.53",30,0,0
E01017530,"506,230.41","252,167.88",32,0,0
E01017531,"507,349.72","252,015.50",32,1,0
E01017532,"506,482.87","251,687.32",31,0,0
E01017533,"506,914.84","252,091.50",38,0,0
E01017534,"506,327.00","251,168.27",26,0,0
E01017535,"503,615.88","249,785.46",26,0,0
E01017536,"503,901.79","249,562.07",29,1,0
E01017537,"503,205.58","249,291.32",19,1,1
E01017538,"503,683.90","249,210.07",30,1,0
E01017539,"503,828.00","249,730.46",24,1,0
E01017540,"506,874.20","264,280.96",75,0,0
E01017541,"504,041.00","262,915.93",41,0,0
E01017542,"513,123.96","255,430.81",67,0,0
E01017543,"512,326.58","259,453.00",67,0,0
E01017544,"499,620.97","259,566.67",33,0,0
E01017545,"500,195.38","262,620.94",69,0,0
E01017546,"494,627.14","252,308.29",49,0,0
E01017547,"499,338.45","248,188.51",55,0,0
E01017548,"506,137.61","244,321.43",49,0,0
E01017549,"506,518.21","243,197.83",48,0,0
E01017550,"505,210.20","247,197.36",56,0,0
E01017551,"500,420.47","245,151.86",36,0,0
E01017552,"502,338.09","242,598.09",34,0,0
E01017553,"500,947.52","245,743.60",25,0,0
E01017554,"500,652.00","245,321.26",27,0,0
E01017558,"508,008.10","231,198.37",30,0,0
E01017559,"508,251.55","230,757.81",31,0,0
E01017560,"508,425.65","231,480.58",31,0,0
E01017616,"506,265.00","230,587.50",2,0,0
E01017627,"488,378.76","211,696.40",42,0,0
E01017628,"484,665.22","210,835.24",37,0,0
E01017629,"489,479.02","211,505.77",43,0,0
E01017630,"485,818.84","210,847.13",38,0,0
E01017631,"483,666.75","210,471.34",32,0,0
E01017632,"487,289.65","212,449.70",40,0,0
E01017634,"482,463.63","213,621.00",27,0,0
E01017635,"483,871.61","212,766.10",31,0,0
E01017636,"484,453.00","212,655.52",23,0,0
E01017637,"483,011.89","213,218.04",28,0,0
E01017638,"483,724.12","212,304.64",33,0,0
E01017639,"483,416.61","212,949.47",38,0,0
E01017640,"484,111.00","213,202.70",30,0,0
E01017641,"483,935.27","215,507.59",44,0,0
E01017642,"465,074.46","214,096.12",52,0,0
E01017643,"465,505.02","211,817.12",51,0,0
E01017644,"470,571.92","234,011.97",37,0,0
E01017645,"469,492.17","233,905.33",58,0,0
E01017646,"469,599.20","234,454.10",59,0,0
E01017647,"470,291.04","234,611.32",56,0,0
E01017648,"470,587.82","233,388.88",33,0,0
E01017649,"469,430.08","233,415.17",52,0,0
E01017650,"470,031.44","232,954.72",25,0,0
E01017651,"492,038.70","214,571.25",20,0,0
E01017653,"480,599.71","213,341.29",24,0,0
E01017654,"480,931.58","213,632.17",24,1,0
E01017655,"480,858.00","212,681.87",53,0,0
E01017659,"482,118.79","214,918.88",33,0,0
E01017660,"482,675.92","215,097.39",49,0,0
E01017661,"482,677.64","214,801.33",39,0,0
E01017662,"482,384.61","214,359.43",23,0,0
E01017663,"481,955.34","214,306.59",32,0,0
E01017664,"482,418.98","215,594.63",41,0,0
E01017665,"481,162.41","214,497.44",27,0,0
E01017666,"481,520.45","214,352.18",33,0,0
E01017667,"480,883.88","214,930.79",24,0,0
E01017668,"481,533.70","214,972.13",23,0,0
E01017669,"487,542.19","229,754.32",57,0,0
E01017670,"488,844.74","229,745.91",23,0,0
E01017671,"477,108.16","233,751.92",64,0,0
E01017672,"477,976.49","231,317.84",43,0,0
E01017673,"467,362.92","220,016.09",53,0,0
E01017674,"469,591.37","217,706.32",65,0,0
E01017675,"473,572.85","208,539.30",27,0,0
E01017676,"475,625.52","209,140.57",58,0,0
E01017677,"474,024.43","208,435.41",44,0,0
E01017678,"479,134.00","211,890.18",38,0,0
E01017679,"477,709.79","211,928.29",38,0,0
E01017680,"474,327.93","208,922.96",27,0,0
E01017681,"469,379.95","208,946.95",38,0,0
E01017682,"469,266.71","208,866.15",34,0,0
E01017683,"465,123.69","207,731.14",49,0,0
E01017684,"472,944.15","210,902.67",48,0,0
E01017687,"482,568.82","212,207.64",33,0,0
E01017688,"482,261.95","212,657.90",20,0,0
E01017689,"483,125.75","212,160.25",24,0,0
E01017690,"482,283.11","211,723.41",27,0,0
E01017691,"483,445.18","211,774.18",28,0,0
E01017692,"482,646.13","212,773.71",31,0,0
E01017693,"464,655.27","223,322.33",45,0,0
E01017694,"467,059.69","226,826.01",78,0,0
E01017695,"484,713.03","231,344.31",35,0,0
E01017696,"483,154.61","230,266.94",36,0,0
E01017697,"483,204.04","214,610.92",26,0,0
E01017698,"483,362.29","213,934.00",24,0,0
E01017699,"482,806.60","213,939.95",20,0,0
E01017700,"484,038.42","213,684.81",31,0,0
E01017702,"496,275.00","214,055.00",1,0,0
E01017703,"474,315.73","220,104.78",45,0,0
E01017704,"477,669.46","222,303.51",41,0,0
E01017705,"479,407.83","215,132.48",29,0,0
E01017706,"479,922.79","214,977.53",19,0,0
E01017707,"480,282.04","215,164.48",25,1,0
E01017708,"480,428.57","214,795.54",28,1,0
E01017709,"481,797.07","212,686.96",27,1,0
E01017710,"481,873.77","212,297.58",26,0,0
E01017711,"481,305.13","212,794.97",30,0,0
E01017712,"481,726.29","213,179.45",31,0,0
E01017713,"470,022.70","226,955.76",37,0,0
E01017714,"471,765.69","226,145.22",59,0,0
E01017715,"478,879.11","225,829.84",38,0,0
E01017716,"483,048.50","226,079.50",4,0,0
E01017717,"464,014.21","235,340.26",82,0,0
E01017718,"466,681.81","232,325.10",81,0,0
E01017719,"474,560.83","216,909.88",24,0,0
E01017720,"474,024.15","215,333.71",62,0,0
E01017721,"481,953.68","211,501.85",47,0,0
E01017722,"481,572.79","211,482.08",24,0,0
E01017723,"481,103.43","212,306.39",23,1,0
E01017724,"481,405.42","211,890.26",19,0,0
E01017726,"487,232.77","206,899.13",48,0,0
E01017727,"486,399.36","208,251.07",42,0,0
E01017728,"487,708.50","209,060.81",52,0,0
E01017729,"486,530.37","208,867.51",35,0,0
E01017730,"487,232.58","208,184.76",38,0,0
E01017732,"487,643.00","220,296.00",1,0,0
E01017733,"484,941.97","219,529.76",34,0,0
E01017734,"486,795.61","219,093.12",33,0,0
E01017735,"472,809.72","230,169.63",57,0,0
E01017736,"476,930.48","227,992.83",46,0,0
E01017737,"477,431.74","228,086.03",31,0,0
E01017738,"476,862.30","227,678.96",57,0,0
E01017752,"491,455.91","202,052.29",34,0,0
E01017766,"491,071.14","205,791.90",59,0,0
E01017768,"489,353.38","201,209.80",74,0,0
E01017773,"490,622.82","197,148.38",34,0,0
E01017774,"490,072.21","197,257.82",34,0,0
E01017778,"490,861.00","199,344.50",2,0,0
E01017779,"489,704.59","199,306.68",22,0,0
E01017783,"491,856.80","193,891.20",5,0,0
E01017784,"490,784.45","193,918.05",20,0,0
E01017785,"487,854.26","199,373.64",39,0,0
E01017786,"487,802.19","200,709.03",37,0,0
E01017787,"487,049.81","200,990.50",54,0,0
E01017788,"487,265.68","200,478.76",38,0,0
E01017800,"493,121.00","187,882.00",1,0,0
E01017801,"492,362.20","188,106.80",5,0,0
E01017833,"492,391.50","187,577.00",8,0,0
E01017836,"485,163.52","192,834.09",23,0,0
E01017837,"486,064.35","193,018.65",43,0,0
E01017838,"485,564.64","192,748.61",28,0,0
E01017839,"486,437.98","192,794.43",46,0,0
E01017840,"485,136.08","191,668.49",39,0,0
E01017841,"486,291.36","191,688.48",33,0,0
E01017842,"479,813.20","199,715.61",97,0,0
E01017843,"483,739.74","191,718.90",39,0,0
E01017844,"484,050.49","191,529.31",35,0,0
E01017845,"484,592.78","191,305.53",32,0,0
E01017849,"491,426.83","186,983.83",6,0,0
E01017850,"487,685.80","193,507.73",15,1,0
E01017851,"487,733.38","193,088.38",26,0,0
E01017852,"487,824.54","194,030.81",26,0,0
E01017853,"483,323.88","194,616.85",33,0,0
E01017854,"479,910.25","193,194.41",44,0,0
E01017855,"480,786.89","191,778.43",53,0,0
E01017856,"481,201.53","192,015.16",32,0,0
E01017857,"485,440.65","194,013.05",20,0,0
E01017858,"486,061.19","193,710.19",26,0,0
E01017859,"486,164.66","194,281.31",29,0,0
E01017860,"485,541.12","194,264.53",17,0,0
E01017861,"484,468.22","194,702.11",27,0,0
E01017862,"484,955.26","195,148.43",47,0,0
E01017863,"484,833.14","194,401.62",29,0,0
E01017864,"490,080.54","189,334.77",26,0,0
E01017865,"489,803.31","189,281.13",32,0,0
E01017866,"486,655.50","190,608.25",4,0,0
E01017867,"489,037.89","190,453.25",28,0,0
E01017868,"489,544.10","190,005.57",49,0,0
E01017869,"486,392.44","198,295.13",32,0,0
E01017870,"486,523.03","196,575.60",35,0,0
E01017871,"488,099.51","197,673.23",39,0,0
E01017872,"484,683.31","197,428.31",55,0,0
E01017873,"488,467.63","196,736.70",27,0,0
E01017874,"483,860.04","198,039.69",26,0,0
E01017875,"481,273.00","190,308.00",1,0,0
E01017878,"475,671.14","193,005.29",7,0,0
E01017880,"488,959.24","196,309.92",25,0,0
E01017881,"489,135.41","195,728.26",39,0,0
E01017882,"489,753.54","195,091.34",41,0,0
E01017883,"488,967.79","194,976.83",42,0,0
E01017884,"489,505.83","195,227.89",35,0,0
E01017885,"479,187.82","205,432.66",65,0,0
E01017886,"483,306.73","206,967.12",60,0,0
E01017887,"482,003.68","200,350.48",40,0,0
E01017888,"483,777.92","200,537.49",63,0,0
E01017899,"488,894.60","192,695.93",30,0,0
E01017900,"489,175.11","192,471.94",18,1,1
E01017901,"488,874.20","193,432.30",20,1,0
E01017902,"489,210.48","193,182.48",23,1,0
E01017903,"484,785.52","193,041.24",21,0,0
E01017904,"485,130.55","193,346.06",31,0,0
E01017905,"485,474.64","193,496.80",45,0,0
E01017906,"484,545.87","192,949.73",15,0,0
E01017907,"484,464.85","192,401.19",27,0,0
E01017908,"489,076.01","191,678.57",67,1,0
E01017909,"488,433.32","192,164.89",44,0,0
E01017910,"487,608.89","192,471.55",55,0,0
E01017911,"484,060.00","192,529.16",25,0,0
E01017912,"484,273.32","193,641.32",25,0,0
E01017913,"484,834.18","193,688.07",28,0,0
E01017914,"483,879.43","192,959.52",21,0,0
E01017915,"476,749.47","195,315.31",36,0,0
E01017916,"478,840.23","196,202.37",35,0,0
E01017917,"475,782.42","196,205.14",43,0,0
E01017918,"476,439.95","196,084.41",44,0,0
E01017919,"487,207.64","193,083.36",28,0,0
E01017920,"488,232.83","194,507.25",24,0,0
E01017921,"486,838.61","194,249.78",36,0,0
E01017922,"487,612.97","194,631.74",31,0,0
E01017923,"486,739.61","193,408.61",36,0,0
E01017924,"487,147.43","193,719.51",37,0,0
E01017925,"488,238.76","192,759.36",25,1,0
E01017926,"488,616.86","192,869.73",22,1,1
E01017927,"488,297.71","193,894.24",34,0,0
E01017928,"488,306.65","193,409.68",31,0,0
E01017929,"480,900.74","203,474.34",38,0,0
E01017930,"480,236.82","203,020.27",49,0,0
E01017931,"480,917.81","203,093.16",32,0,0
E01017932,"481,354.91","204,591.27",45,0,0
E01017933,"480,946.97","203,979.54",35,0,0
E01017934,"491,174.67","189,734.95",42,0,0
E01017935,"491,307.07","189,134.91",58,0,0
E01017936,"490,998.09","187,850.45",44,0,0
E01017937,"490,357.87","193,756.11",47,0,0
E01017938,"489,648.59","194,054.47",32,0,0
E01017939,"490,356.43","190,711.62",42,0,0
E01017940,"489,769.78","191,671.50",32,0,0
E01017941,"489,792.70","191,001.00",43,0,0
E01017942,"490,060.00","194,462.68",28,0,0
E01017956,"541,709.00","259,424.00",1,0,0
E01018011,"553,919.14","261,982.09",35,0,0
E01018012,"554,375.66","260,753.93",29,0,0
E01018013,"558,787.31","266,165.22",32,0,0
E01018014,"558,916.32","266,742.74",34,0,0
E01018015,"558,783.95","268,065.42",19,0,0
E01018016,"559,084.21","267,326.21",19,0,0
E01018035,"569,045.00","269,271.00",1,0,0
E01018036,"539,502.00","274,752.00",1,0,0
E01018044,"560,709.00","291,810.00",1,0,0
E01018045,"553,356.00","292,105.00",1,0,0
E01018054,"550,012.00","271,415.00",1,0,0
E01018057,"556,282.54","263,899.88",41,0,0
E01018059,"526,394.83","291,723.50",6,0,0
E01018060,"534,091.50","290,497.59",32,0,0
E01018062,"540,483.79","286,680.23",56,0,0
E01018063,"546,573.57","309,956.64",77,0,0
E01018065,"539,326.94","290,652.67",66,0,0
E01018066,"546,650.90","305,570.32",31,0,0
E01018067,"547,306.40","306,293.04",45,0,0
E01018068,"546,482.72","300,053.13",85,1,0
E01018069,"547,044.52","308,705.88",33,0,0
E01018070,"546,451.95","308,719.88",43,1,0
E01018071,"546,879.85","309,426.79",34,0,0
E01018073,"547,293.26","310,496.84",43,0,0
E01018076,"547,818.79","289,653.39",56,0,0
E01018077,"541,921.35","296,695.54",48,0,0
E01018078,"543,103.51","296,624.43",37,1,1
E01018079,"542,211.03","296,014.91",33,0,0
E01018080,"542,358.06","297,177.53",36,0,0
E01018081,"540,112.31","298,337.00",36,0,0
E01018082,"541,428.00","297,296.20",40,0,0
E01018083,"541,517.16","297,727.33",45,0,0
E01018084,"542,133.84","298,143.05",38,0,0
E01018085,"541,207.46","295,754.73",37,0,0
E01018086,"539,978.28","296,556.97",64,0,0
E01018087,"541,302.81","296,656.20",64,0,0
E01018088,"541,763.77","295,454.74",31,0,0
E01018090,"537,586.71","308,412.38",42,1,0
E01018091,"537,727.26","304,475.04",47,0,0
E01018092,"541,574.49","307,492.87",61,0,0
E01018093,"545,088.41","309,475.61",79,0,0
E01018094,"544,324.40","311,389.60",47,0,0
E01018095,"541,771.55","312,069.62",65,0,0
E01018096,"544,570.00","311,093.31",49,0,0
E01018097,"542,876.88","315,757.42",59,0,0
E01018102,"538,973.27","286,698.35",63,0,0
E01018103,"547,474.95","310,137.67",21,1,1
E01018104,"547,411.13","309,579.92",24,0,0
E01018105,"538,953.65","285,739.03",31,0,0
E01018106,"538,954.32","285,152.32",34,0,0
E01018107,"546,491.07","310,795.50",28,1,0
E01018108,"546,156.66","311,073.40",35,1,1
E01018109,"546,973.42","310,878.97",38,0,0
E01018110,"539,395.51","285,489.81",74,0,0
E01018111,"542,079.67","292,364.14",66,0,0
E01018113,"518,315.40","276,131.51",55,0,0
E01018115,"515,419.67","267,907.27",49,0,0
E01018116,"521,003.88","270,482.40",42,0,0
E01018117,"520,920.74","271,046.37",38,0,0
E01018118,"520,022.24","271,181.80",45,0,0
E01018119,"519,070.65","266,631.93",46,0,0
E01018120,"519,564.76","267,686.49",45,0,0
E01018121,"534,140.94","272,044.79",34,0,0
E01018122,"534,386.89","271,879.17",18,0,0
E01018123,"538,655.42","275,129.30",33,0,0
E01018124,"536,586.69","274,810.17",42,0,0
E01018125,"514,411.53","273,103.07",59,0,0
E01018126,"508,329.14","275,149.33",69,0,0
E01018129,"531,442.23","268,796.93",40,0,0
E01018130,"532,068.59","268,551.70",27,0,0
E01018131,"525,105.11","270,467.43",28,0,0
E01018132,"524,599.43","270,299.62",61,0,0
E01018133,"525,012.07","270,015.18",28,0,0
E01018134,"524,754.78","269,720.53",32,0,0
E01018135,"521,219.07","261,386.56",70,0,0
E01018136,"524,898.35","255,828.65",80,0,0
E01018137,"521,991.00","266,088.19",43,0,0
E01018138,"524,151.72","271,898.88",69,0,0
E01018139,"525,108.04","273,533.28",25,0,0
E01018140,"525,064.52","273,133.35",23,0,0
E01018141,"525,591.53","272,942.67",30,0,0
E01018142,"524,964.03","272,579.90",39,0,0
E01018143,"524,238.50","272,420.68",38,0,0
E01018144,"524,580.44","273,013.52",25,1,1
E01018145,"524,102.23","273,071.17",30,1,0
E01018146,"524,245.42","273,907.24",38,0,0
E01018147,"524,585.11","273,536.11",27,1,0
E01018148,"522,174.86","272,383.53",43,0,0
E01018149,"522,785.21","272,787.63",19,0,0
E01018150,"523,232.11","272,616.16",37,0,0
E01018151,"523,579.78","271,869.62",63,0,0
E01018152,"514,181.65","263,725.35",48,0,0
E01018153,"509,371.75","268,455.10",63,0,0
E01018154,"518,778.63","262,402.65",51,0,0
E01018155,"518,722.28","262,665.33",39,0,0
E01018156,"530,138.00","286,374.49",47,0,0
E01018157,"526,647.76","288,368.31",55,0,0
E01018158,"528,708.12","285,177.26",65,0,0
E01018159,"528,107.85","284,987.04",26,0,0
E01018160,"528,084.68","285,077.21",28,0,0
E01018161,"530,757.78","273,203.41",27,0,0
E01018162,"531,158.91","273,449.38",32,0,0
E01018163,"531,648.05","272,950.95",20,0,0
E01018164,"531,161.32","272,929.36",28,0,0
E01018165,"531,426.80","272,637.45",20,0,0
E01018166,"531,740.09","271,714.19",32,0,0
E01018167,"531,683.35","272,253.91",34,0,0
E01018168,"531,368.39","271,359.82",83,0,0
E01018169,"530,958.85","272,042.33",40,0,0
E01018170,"530,724.58","272,767.65",26,0,0
E01018171,"530,435.44","272,718.56",27,0,0
E01018172,"517,641.10","260,215.10",31,0,0
E01018173,"516,911.31","260,083.94",16,0,0
E01018174,"517,221.60","259,748.40",30,0,0
E01018175,"517,144.63","260,454.26",35,0,0
E01018176,"517,486.90","260,829.06",31,0,0
E01018177,"517,084.89","258,886.58",45,0,0
E01018178,"516,672.18","259,015.18",28,0,0
E01018179,"516,658.14","259,396.81",21,1,0
E01018180,"516,606.36","259,735.00",14,1,0
E01018181,"518,395.02","258,610.84",50,0,0
E01018182,"518,895.50","258,767.29",24,0,0
E01018183,"519,084.37","260,136.57",30,0,0
E01018184,"518,896.48","259,761.48",23,0,0
E01018185,"518,409.72","259,664.46",46,0,0
E01018186,"518,663.38","259,130.95",42,0,0
E01018187,"518,392.24","260,411.70",63,0,0
E01018188,"519,202.03","260,516.91",33,0,0
E01018189,"519,281.64","261,237.75",28,0,0
E01018190,"518,823.30","260,783.26",43,0,0
E01018191,"516,613.65","283,428.95",20,0,0
E01018192,"514,578.28","281,379.39",67,0,0
E01018193,"517,299.15","283,342.38",26,0,0
E01018194,"516,173.58","284,500.71",31,0,0
E01018195,"517,052.24","283,570.90",21,0,0
E01018196,"531,105.45","277,389.88",42,0,0
E01018197,"536,366.52","278,128.55",29,0,0
E01018198,"536,169.83","277,992.03",36,0,0
E01018199,"536,836.30","277,649.30",43,0,0
E01018200,"524,243.00","288,158.00",2,0,0
E01018202,"528,694.06","270,510.63",51,0,0
E01018203,"530,045.31","270,559.91",32,0,0
E01018204,"528,964.68","267,133.93",41,0,0
E01018205,"528,093.29","272,422.76",55,0,0
E01018206,"526,601.54","275,487.61",74,0,0
E01018207,"525,121.92","282,415.63",48,0,0
E01018208,"529,261.83","280,979.37",35,0,0
E01018209,"531,828.29","281,016.60",48,0,0
E01018210,"530,669.17","280,320.29",24,0,0
E01018211,"528,274.45","283,868.10",40,0,0
E01018218,"560,179.85","251,939.77",39,0,0
E01018219,"559,375.21","250,261.24",33,0,0
E01018220,"562,274.16","244,765.31",55,0,0
E01018221,"538,043.78","263,273.33",18,0,0
E01018222,"538,202.05","262,979.40",20,0,0
E01018223,"536,743.69","263,231.08",49,0,0
E01018224,"540,468.83","258,354.29",35,0,0
E01018225,"541,169.80","255,886.60",15,0,0
E01018231,"535,411.78","257,583.25",73,0,0
